name,display_name,description,count,exclusive,ancestry,childTags
multiplayer,multiplayer,Cards that interact with all of the players in the game. They might scale with the number of players or affect the turn order for example.,134,4,[],[]
pair-commander,pair-commander,,137,1,[],[]
power-matters-self,power matters-self,,137,0,['power-matters'],[]
tutor-creature,tutor-creature,Cards that tutor creature cards.,137,0,['tutor'],[]
surveil,surveil,Cards that let you look at the top # cards of your library and put some into the graveyard.,138,0,"['top-deck-manipulation', 'mill', 'mill-self']",[]
hate-tribal,hate-tribal,,141,0,[],[]
disenchant-naturalize,disenchant/naturalize,,142,0,"['removal', 'removal-artifact', 'removal-enchantment']",[]
impulsive-draw,impulsive draw,"Cards which let you cast a card this turn off the top of a library. Use it or lose it. Typically a red card advantage mechanic. For the effect seen on the [card Impulse](/card/vis/34), see the [tag impulse](/tags/card/impulse).",143,0,"['card-advantage', 'red-effect']",[]
theft-creature,theft-creature,,143,0,"['control-changing-effects', 'theft']",[]
gives-indestructible,gives indestructible,,148,2,[],[]
landfall,landfall,Cards which reward you for playing lands.,148,0,['lands-matter'],[]
sacrifice-outlet-land,sacrifice outlet-land,,148,0,['sacrifice-outlet'],[]
upkeep-cost,upkeep cost,,153,0,[],[]
synergy-enchantment,synergy-enchantment,,159,4,[],[]
firebreathing,firebreathing,Give a creature +X/+0 until end of turn via an activated ability.,160,0,[],[]
creature-count-matters,creature count matters,,161,7,[],[]
hate-set-mechanic,hate-set-mechanic,,161,2,[],[]
reflexive-trigger,reflexive trigger,An ability that triggers based on actions taken earlier during a spell or ability's resolution.,162,0,[],[]
synergy-legendary,synergy-legendary,,164,2,[],[]
color-change,color change,,165,4,[],['color-change-self']
removal-creature-sacrifice,removal-creature-sacrifice,,165,0,"['removal', 'removal-creature']",[]
requires-notation,requires notation,,165,2,[],[]
dice-roll,dice roll,Cards that involve rolling dice.,167,2,[],['roll-d6']
cost-ignorer,cost ignorer,,168,1,[],['sneak']
recursion-artifact,recursion-artifact,,169,0,['recursion'],"['regrowth-artifact', 'reanimate-artifact']"
gives-vigilance,gives vigilance,,171,8,[],[]
rummage,rummage,"Discard a card, then draw a card. Mainly red. See also [loot](/tags/card/loot), the blue version, which draws then discards.",171,0,"['card-advantage', 'discard-outlet', 'red-effect']",[]
sacrifice-outlet-artifact,sacrifice outlet-artifact,,172,0,['sacrifice-outlet'],[]
out-of-color-token,out of color token,,173,0,[],[]
removal-creature-bounce,removal-creature-bounce,,173,0,"['removal', 'removal-creature']",[]
gains-flying,gains flying,,176,0,['evasion'],[]
refund,refund,Immediately get mana or untapped lands back.,176,0,[],[]
gives-first-strike,gives first strike,,179,7,[],[]
name-matters,name matters,"Effects that care about card names: different names, same name, specific name, etc.",189,13,[],[]
bear-with-set-s-mechanic,bear with set's mechanic,A 2/2 for 2 with one of the set's iconic mechanics,191,4,[],[]
bear-with-set-s-mechanic,bear with set's mechanic,A 2/2 for 2 with one of the set's iconic mechanics,191,4,[],[]
fun-ruling,fun ruling,Cards with rulings where the rules manager is having fun with us. Not necessarily laugh-out-loud funny.,191,1,[],[]
burn-with-set-mechanic,burn with set mechanic,,192,0,[],[]
hand-size-matters,hand size matters,,198,5,[],['hand-size-hate']
untracked-indefinite-effect,untracked indefinite effect,Effects that last forever but aren't tracked by anything. For these purposes we're not counting ETB clones.,199,0,['indefinite-effect'],[]
tutor-land-to-battlefield,tutor-land-to-battlefield,,202,0,"['tutor', 'tutor-land', 'tutor-to', 'tutor-to-battlefield']",[]
pinger,pinger,Effects that deal just 1-2 damage repeatedly.,209,0,[],[]
indefinite-effect,indefinite effect,"Effects that last forever, sometimes tracked, sometimes untracked.",211,0,[],['untracked-indefinite-effect']
prevent-blocker,prevent blocker,,211,13,[],[]
activate-from-graveyard,activate from graveyard,Abilities that can be activated from inside a graveyard.,215,3,[],[]
activate-from-graveyard,activate from graveyard,Abilities that can be activated from inside a graveyard.,215,3,[],[]
rescue,rescue,Bounce something you control.,216,0,['bounce'],"['rescue-creature', 'rescue-land']"
giant-growth,giant growth,,217,0,"['combat-trick', 'enlarge']",['giant-growth-with-set-mechanic']
cost-reducer,cost reducer,"Cards that make other spells cost less. (Does not apply to effects that reduce a spell's own cost, like delve.)",221,15,[],[]
removal-enchantment-destroy,removal-enchantment-destroy,,225,0,"['removal', 'removal-enchantment']",[]
unique-mana-cost,unique mana cost,,225,2,[],[]
removal-creature-exile,removal-creature-exile,,229,0,"['removal', 'removal-creature']",['banish-creature']
free-cast-another,free-cast-another,,232,3,[],[]
animate-self,animate self,Noncreatures that can become creatures.,233,0,"['type-change', 'animate']",[]
animate-self,animate self,Noncreatures that can become creatures.,233,0,"['type-change', 'animate']",[]
sweeper-creature-burn,sweeper-creature-burn,,235,10,[],[]
offcolor-ability,offcolor ability,Abilities with a mana cost outside the card's colors.,240,1,[],[]
anthem,anthem,Your entire team gets +N/+N. Possibly limited to creature types or colors.,249,6,[],[]
anthem,anthem,Your entire team gets +N/+N. Possibly limited to creature types or colors.,249,6,[],[]
enlarge,enlarge,"Effects that give a creature +N/+N. This value should be significant, at least 3.",250,2,[],['giant-growth']
cycle-dual-land,cycle-dual-land,,254,0,"['cycle', 'cycle-land']",[]
cast-from-graveyard,cast-from-graveyard,,257,7,[],[]
repeatable-removal,repeatable removal,,257,0,['removal'],[]
tutor-land-basic,tutor-land-basic,Cards that tutor basic land cards.,257,0,"['tutor', 'tutor-land']",[]
tribal-coupling,tribal coupling,,258,0,[],[]
copy-creature,copy-creature,,259,0,['copy'],[]
group-hug,group hug,,259,0,[],['selective-group-hug']
loot,loot,"Draw a card, then discard a card. Mainly blue. See also [rummage](/tags/card/rummage), the red version, which discards then draws.",262,0,"['blue-effect', 'card-advantage', 'discard-outlet']",[]
hate-attacker,hate-attacker,,265,2,[],[]
regrowth-creature,regrowth-creature,,267,0,"['card-advantage', 'regrowth', 'recursion', 'recursion-creature', 'regrowth']",[]
drain-life,drain life,Hurt your opponent and gain life to match.,274,0,"['inverted-effects', 'lifegain']",[]
reanimate-self,reanimate-self,Cards that reanimate themselves.,274,0,"['recursion', 'reanimate']",[]
mana-rock,mana rock,Noncreature artifacts that net increase your mana.,275,0,"['ramp', 'mana-producer']",['utility-mana-rock']
un-set-mechanics,un-set mechanics,Card tags showing mechanics that (at least nowadays) only show up in un-sets.,282,0,['un-design'],[]
un-design,un-design,Features characteristic of and unique to the world of un-sets.,285,1,[],['un-set-mechanics']
mana-dork,mana dork,Low-cost creatures which can repeatedly generate mana,290,0,"['ramp', 'mana-producer']",[]
removal-creature-toughness,removal-creature-toughness,,300,0,"['removal', 'removal-creature']",[]
hate-graveyard,hate-graveyard,,309,9,[],[]
pp-counters-matter,pp counters matter,,318,0,['counters-matter'],[]
removal-artifact-destroy,removal-artifact-destroy,,322,0,"['removal', 'removal-artifact']",[]
adds-multiple-mana,adds multiple mana,Cards that add more than one mana at a time.,334,0,[],[]
adds-multiple-mana,adds multiple mana,Cards that add more than one mana at a time.,334,0,[],[]
block-trigger,block trigger,,335,2,[],[]
block-trigger,block trigger,,335,2,[],[]
dilemma,dilemma,Effects that give you two equally bad choices.,336,2,[],"['punisher', 'rhystic']"
gives-flying,gives flying,,342,0,['gives-evasion'],[]
martyr,martyr,Creatures that sacrifice themselves for benefit.,343,0,['sacrifice-self'],[]
tapland,tapland,Non-basic lands which come into play tapped,343,7,[],[]
graveyard-fuel,graveyard fuel,Cards that require exiling other cards in graveyard as an additional cost for abilities and effects.,345,1,[],['graveyard-fuel-creature']
inverted-effects,inverted effects,,347,0,[],['drain-life']
removal-land,removal-land,,355,0,['removal'],"['removal-land-destroy', 'removal-permanent']"
punny-name,punny name,,356,0,['card-names'],[]
impulse,impulse,"Look at the top N cards and put 1+ of them into your hand. Not to be confused with Red's pseudo-card-draw effect, [impulsive draw](/tags/card/impulsive-draw).",359,0,['card-advantage'],"['impulse-creature', 'impulse-to-zone']"
boost-power,boost-power,,363,16,[],[]
lands-matter,lands matter,,363,10,[],['landfall']
hate-blocker,hate-blocker,,364,1,[],[]
creaturefall,creaturefall,Also known as Alliance in New Capenna.,366,7,[],[]
tutor-to-battlefield,tutor-to-battlefield,Cards that tutor something out of the library and straight onto the battlefield.,378,0,"['tutor', 'tutor-to']",['tutor-land-to-battlefield']
synergy-sorcery,synergy-sorcery,,379,0,[],[]
synergy-instant,synergy-instant,,380,0,[],[]
cards-in-graveyard-matter,cards in graveyard matter,Mechanics that care about the cards in one or more graveyards.,391,20,[],"['undergrowth', 'threshold', 'card-types-in-graveyard-matter']"
gives-trample,gives trample,,392,9,[],[]
red-effect,red effect,Effects which are iconically red.,394,0,[],"['rummage', 'impulsive-draw']"
untapper-creature,untapper-creature,,396,6,[],[]
bounce,bounce,Returning a permanent from the battlefield to its owner's hand,402,1,[],['rescue']
dnd,dnd,Cards made to reference mechanical parts of the Dungeons and Dragons TRPG.,413,2,[],"['dnd-mechanic', 'dnd-monster', 'dnd-character']"
tutor-to-hand,tutor-to-hand,Cards that tutor cards to the player's hand.,416,0,"['tutor', 'tutor-to']",[]
tutor-land,tutor-land,Cards that tutor land cards.,422,0,['tutor'],"['tutor-land-basic', 'tutor-land-to-battlefield']"
animate,animate,Effects that turn things into creatures.,424,0,['type-change'],"['animate-land', 'animate-self']"
animate,animate,Effects that turn things into creatures.,424,0,['type-change'],"['animate-land', 'animate-self']"
combat-trick,combat trick,,426,5,[],['giant-growth']
tap-fuel-creature,tap fuel-creature,Tap a creature to pay for/activate an effect,443,8,[],['alternate-cost-tap-creature']
counterspell,counterspell,Spells that counter stuff. See child tags for variants on the behaviour; notably [counterspell-soft](/tags/card/counterspell-soft) which gives the opponent a buyout cost.,449,0,['blue-effect'],"['counterspell-soft', 'counterspell-with-set-mechanic']"
activate-from-hand,activate from hand,,453,0,[],[]
activate-from-hand,activate from hand,,453,0,[],[]
power-boost-to-all,power boost to all,Cards that provide power to all creatures you control.,464,18,[],[]
utility-land,utility land,,465,10,[],[]
gives-haste,gives haste,,473,19,[],[]
damage-prevention,damage prevention,,485,42,[],[]
cantrip,cantrip,Cards which let you draw a card as they resolve or enter the battlefield,487,0,"['card-advantage', 'draw']",[]
discard,discard,Gets cards out of your opponent's hand,495,13,[],['discard-with-set-mechanic']
protects-creature,protects-creature,"Effects that can protect a creature, e.g. with protection,  hexproof, indestructible, etc.",503,0,['protects-permanent'],[]
cycle-land,cycle-land,"All the land cycles. See in particular: [monocolor land cycles](/tags/card/cycle-mono-land), [dual land cycles](/tags/card/cycle-dual-land), and [triland cycles](/tags/card/cycle-triland).",511,0,['cycle'],"['cycle-dual-land', 'cycle-mono-land']"
reanimate-creature,reanimate-creature,,511,0,"['recursion', 'reanimate', 'recursion-creature']",[]
modal,modal,Spells which give you your choice from two or more distinct functions.,513,6,[],['charm']
life-payment,life payment,"Cards that cost life to use; not necessarily with the ""pay"" keyword.",514,8,[],[]
hate-color,hate-color,Color hate for one or more colors. See also [hate-colorless](/tags/card/hate-colorless).,519,3,[],"['hate-white', 'hate-blue', 'hate-black', 'hate-red', 'hate-green', 'hate-color-choose']"
theft,theft,Effects that let you steal cards and resources from your opponent.,523,0,['control-changing-effects'],"['threaten', 'theft-cast', 'theft-creature']"
mana-value-matters,mana value matters,,524,8,[],[]
tapper-creature,tapper-creature,,527,43,[],[]
protects-permanent,protects-permanent,,569,3,[],['protects-creature']
symmetrical,symmetrical,"Cards that effect the whole battlefield/all players in symmetrical, equal manner. ",570,58,[],[]
unique-token,unique token,This token is created by only one card.,576,181,[],[]
control-changing-effects,control changing effects,"Effects that change control of cards, permanents, and spells.",599,2,[],['theft']
top-deck-manipulation,top deck manipulation,,616,18,[],['surveil']
draft-signpost,draft signpost,,637,0,[],[]
mill-self,mill-self,"Cards that put cards from top of your own library to the graveyard. Check the tag ""mill"" for more.",645,0,['mill'],"['surveil', 'mulch']"
removal-creature-destroy,removal-creature-destroy,,658,0,"['removal', 'removal-creature']",[]
copy,copy,Effects that copy things,666,23,[],"['copy-creature', 'copy-instant', 'copy-sorcery', 'copy-self']"
regrowth,regrowth,Effects that return cards from your graveyard to your hand.,673,0,"['card-advantage', 'recursion']","['regrowth-artifact', 'regrowth-creature', 'regrowth-enchantment', 'regrowth-land', 'regrowth-self']"
counters-matter,counters matter,,688,13,[],['pp-counters-matter']
mana-producer,mana producer,non-land cards which generate mana,703,0,['ramp'],"['mana-dork', 'mana-rock']"
death-trigger-self,death trigger-self,,712,0,"['leaves-battlefield-trigger', 'death-trigger']",[]
opponent-loses-life,opponent loses life,,719,18,[],[]
removal-enchantment,removal-enchantment,,754,0,['removal'],"['removal-enchantment-destroy', 'removal-permanent', 'disenchant-naturalize']"
burn-any,burn any,"Cards that burn any target: players, creatures, or planeswalkers.",757,0,"['burn-player', 'removal-creature-burn', 'removal', 'removal-battle-burn', 'removal-creature', 'removal-creature-burn', 'removal-planeswalker', 'removal-planeswalker-burn']",[]
removal-battle-burn,removal-battle-burn,,769,0,['removal'],['burn-any']
blue-effect,blue effect,Effects which are iconically blue.,776,6,[],"['loot', 'counterspell']"
delayed-triggered-ability,delayed triggered ability,,777,8,[],[]
sacrifice-outlet-creature,sacrifice outlet-creature,,800,0,['sacrifice-outlet'],[]
saboteur,saboteur,Effects that trigger when you deal combat damage to an opponent.,813,5,[],['curiosity']
synergy-artifact,synergy-artifact,,821,26,[],[]
recursion-creature,recursion-creature,,842,0,['recursion'],"['regrowth-creature', 'reanimate-creature']"
power-matters,power matters,,855,14,[],"['power-matters-self', 'ferocious', 'one-sided-fight']"
removal-artifact,removal-artifact,,872,0,['removal'],"['removal-artifact-destroy', 'removal-permanent', 'disenchant-naturalize']"
type-change,type change,,893,29,[],"['universal-type-change', 'land-conversion', 'animate']"
mana-sink,mana sink,Cards with repeatable abilities to put mana into.,897,16,[],[]
tutor-to,tutor-to,Tutor to specific zones.,929,0,['tutor'],"['tutor-to-battlefield', 'tutor-to-hand']"
gives-evasion,gives-evasion,,933,19,[],"['gives-flying', 'gives-menace', 'gives-unblockable']"
sacrifice-self,sacrifice self,,956,10,[],"['martyr', 'egg']"
synergy-attacker,synergy-attacker,,956,6,[],[]
cast-trigger-you,cast trigger-you,,969,0,['cast-trigger'],[]
mill,mill,A keyword action used in Magic to describe the action of a player taking cards from the top of their library and putting them into their graveyard. ,995,11,[],"['mill-self', 'mill-any', 'mill-exile']"
tutor,tutor,,1000,3,[],"['tutor-card', 'tutor-cmc', 'tutor-creature', 'tutor-land', 'tutor-to']"
reanimate,reanimate,Return permanent cards from the graveyard to the battlefield.,1024,0,['recursion'],"['reanimate-from-opponent', 'reanimate-land', 'reanimate-creature', 'reanimate-artifact', 'reanimate-enchantment', 'reanimate-cast', 'reanimate-planeswalker', 'reanimate-self', 'reanimate-battle']"
virtual-french-vanilla,virtual french vanilla,"Creatures and vehicles that are french vanilla (having only keyword abilities) after entering the battlefield. They may have ""enters the battlefield"" or ""on cast"" trigger.",1036,0,['flavors-of-vanilla'],[]
discard-outlet,discard outlet,,1050,15,[],"['rummage', 'loot']"
repeatable-draw,repeatable draw,,1058,0,"['card-advantage', 'draw']",[]
removal-planeswalker-burn,removal-planeswalker-burn,,1096,0,"['removal', 'removal-planeswalker']",['burn-any']
single-english-word-name,single english word name,Cards named with a single word in English. This may be a compound word.,1168,0,['card-names'],[]
repeatable-token-generator,repeatable token generator,Repeatable ways to create creature tokens,1173,29,[],[]
gives-pp-counters,gives pp counters,Cards that give +1/+1 counters,1179,25,[],[]
drawback,drawback,,1235,65,[],[]
cast-trigger,cast trigger,,1237,2,[],"['cast-trigger-you', 'cast-trigger-other']"
synergy-attacker-self,synergy-attacker-self,,1252,7,[],[]
french-vanilla,french vanilla,These creatures and vehicles have only keyword abilities.,1317,0,['flavors-of-vanilla'],[]
virtual-vanilla,virtual vanilla,These creatures are effectively just vanilla after entering the battlefield. They may have an enters-the-battlefield or on-cast trigger.,1339,0,['flavors-of-vanilla'],[]
death-trigger,death trigger,Card abilities that trigger from permanents of given type being sacrificed or destroyed (and being sent to graveyard.),1345,0,['leaves-battlefield-trigger'],['death-trigger-self']
namesake-spell,namesake-spell,"Spells (or, mostly spells) with names that identify them with a specific named character.",1359,0,['card-names'],[]
sacrifice-outlet,sacrifice outlet,,1362,7,[],"['bombard', 'sacrifice-outlet-land', 'sacrifice-outlet-creature', 'sacrifice-outlet-artifact', 'free-sacrifice-outlet']"
gains-pp-counters,gains pp counters,,1407,40,[],[]
noncreature-tribal,noncreature tribal,"Cards that care about creature types, but not necessarily on a creature cardâ€”so they're compatible with the Kindred cards from Lorwyn, for example.",1407,0,"['typal', 'typal-creature']",[]
leaves-battlefield-trigger,leaves battlefield trigger,Cards that trigger on something leaving the battlefield.,1500,1,[],"['death-trigger', 'leaves-battlefield-trigger-self']"
intervening-if-clause,intervening if clause,,1533,20,[],[]
burn-player,burn player,,1651,30,[],"['burn-player-each', 'burn-any']"
unique-type-line,unique type line,No other card has this same type line.,1660,26,[],[]
removal-planeswalker,removal-planeswalker,,1669,0,['removal'],"['removal-planeswalker-destroy', 'removal-permanent', 'removal-planeswalker-burn']"
removal-creature-burn,removal-creature-burn,,1727,0,"['removal', 'removal-creature']","['one-sided-fight', 'removal-creature-fight', 'burn-any']"
attack-trigger,attack trigger,,1739,8,[],['titan-trigger']
attack-trigger,attack trigger,,1739,8,[],['titan-trigger']
ramp,ramp,,1909,48,[],"['mana-producer', 'extra-land']"
recursion,recursion,"Get stuff back from your graveyard to use it again. See: reanimate (to battlefield), regrowth (to hand), and restock (to library).",1936,11,[],"['reanimate', 'restock', 'regrowth', 'recursion-artifact', 'recursion-creature', 'recursion-enchantment', 'recursion-land', 'recursion-permanent', 'recursion-planeswalker']"
creature-type-erratum,creature type erratum,,2157,153,[],[]
lifegain,lifegain,,2242,94,[],"['drain-life', 'gives-lifelink', 'gains-lifelink']"
typal,typal,,2500,0,[],['typal-creature']
typal-creature,typal-creature,,2500,0,['typal'],"['tribal-choose', 'tribal-cleric', 'tribal-dragon', 'tribal-elf', 'tribal-goblin', 'tribal-human', 'tribal-rogue', 'tribal-sliver', 'tribal-spirit', 'tribal-vampire', 'tribal-warrior', 'tribal-wizard', 'tribal-zombie', 'noncreature-tribal']"
draw,draw,,3088,0,['card-advantage'],"['cantrip', 'curiosity', 'repeatable-draw']"
alliteration,alliteration,"Cards that alliterate, either properly or per Treacherous Trapezist.",3521,0,['card-names'],[]
alliteration,alliteration,"Cards that alliterate, either properly or per Treacherous Trapezist.",3521,0,['card-names'],[]
flavors-of-vanilla,flavors of vanilla,"Magic has various flavors of ""vanilla"", referencing cards with no abilities or only keyword abilities. For vanilla creatures (those with no abilities) see [is:vanilla](https://scryfall.com/search?q=is%3Avanilla) in Scryfall search.",3821,33,[],"['french-vanilla', 'virtual-french-vanilla', 'virtual-vanilla']"
removal-creature,removal-creature,,4270,0,['removal'],"['removal-creature-burn', 'removal-creature-destroy', 'removal-creature-bounce', 'removal-creature-exile', 'removal-creature-sacrifice', 'removal-creature-toughness', 'removal-permanent', 'pacifism']"
evasion,evasion,"Creatures that are harder to block through keywords (Flying, Menace) or other means.",4999,219,[],"['gives-menace', 'jump', 'unblockable', 'gains-flying', 'gains-menace']"
removal,removal,Spot or limited removal. See also [sweeper] for removal effects that remove everything.,5077,24,[],"['removal-creature', 'removal-artifact', 'removal-enchantment', 'removal-aura', 'removal-land', 'removal-equipment', 'removal-permanent', 'removal-planeswalker', 'repeatable-removal']"
card-advantage,card advantage,"Things that give you access to more cards.  (The technical meaning of card advantage can be much broader than this, but this is what we're using here.)",5369,82,[],"['loot', 'rummage', 'wheel', 'impulse', 'consult', 'mulch', 'draw', 'regrowth', 'impulsive-draw']"
cycle,cycle,All the cycles from Magic history.,6375,247,[],['cycle-land']
card-names,card names,A collection of tags identifying properties and naming schemes in cards.,6795,79,[],"['alliteration', 'portmanteau', 'punny-name', 'single-english-word-name', 'rhyming-name', 'namesake-spell']"
